model,training_strategy,mae,rmse,plcc,srcc,best_epoch,validation_loss,training_time_seconds,total_parameters,trainable_parameters
ResNet18,Fine-tuning layer4,8.4670725,10.797241,0.8642614,0.8587159732188469,7,0.013193105695148309,1196.0305915000026,11179590,8396806
