epoch,train_loss,validation_loss,backbone_learning_rate,head_learning_rate
1,0.034007400075594586,0.022069298302133878,,0.001
2,0.023582252984245617,0.018709004124005637,,0.001
3,0.021917542243997255,0.01842232103149096,,0.001
4,0.020974429711699487,0.017718411572277545,,0.001
5,0.0205404167547822,0.026992351909478504,,0.001
6,0.020202742119630177,0.01946550264954567,,0.001
7,0.021812244966626166,0.022091594487428666,,0.001
